"results","model"
0.846288,"words"
0.855022,"words"
0.851528,"words"
0.870742,"words"
0.873362,"words"
0.862009,"words"
0.848035,"words"
0.857642,"words"
0.835808,"words"
0.865502,"words"
0.875109,"words"
0.850655,"words"
0.868996,"words"
0.844541,"words"
0.850655,"words"
0.875109,"words"
0.798253,"words"
0.820087,"words"
0.859389,"words"
0.868122,"words"
0.866376,"words"
0.846288,"words"
0.872489,"words"
0.862882,"words"
0.876856,"words"
0.866376,"words"
0.825328,"words"
0.861135,"words"
0.856769,"words"
0.864629,"words"
0.864629,"words"
0.857642,"words"
0.853275,"words"
0.870742,"words"
0.843668,"words"
0.830568,"words"
0.860262,"words"
0.875983,"words"
0.863755,"words"
0.848035,"words"
0.840175,"words"
0.835808,"words"
0.834061,"words"
0.859389,"words"
0.862009,"words"
0.841048,"words"
0.841921,"words"
0.860262,"words"
0.856769,"words"
0.871616,"words"
0.856769,"words"
0.873362,"words"
0.868996,"words"
0.873362,"words"
0.848908,"words"
0.863755,"words"
0.855895,"words"
0.869869,"words"
0.864629,"words"
0.846288,"words"
0.855895,"words"
0.867249,"words"
0.850655,"words"
0.818341,"words"
0.864629,"words"
0.866376,"words"
0.866376,"words"
0.861135,"words"
0.868996,"words"
0.871616,"words"
0.879476,"words"
0.856769,"words"
0.867249,"words"
0.862009,"words"
0.845415,"words"
0.864629,"words"
0.862882,"words"
0.854148,"words"
0.866376,"words"
0.839301,"words"
0.875983,"words"
0.862882,"words"
0.875983,"words"
0.879476,"words"
0.873362,"words"
0.848908,"words"
0.875109,"words"
0.860262,"words"
0.852402,"words"
0.867249,"words"
0.868122,"words"
0.841048,"words"
0.842795,"words"
0.839301,"words"
0.853275,"words"
0.873362,"words"
0.866376,"words"
0.874236,"words"
0.857642,"words"
0.868122,"words"
0.868996,"words"
0.874236,"words"
0.845415,"words"
0.864629,"words"
0.868122,"words"
0.866376,"words"
0.866376,"words"
0.852402,"words"
0.846288,"words"
0.836681,"words"
0.862009,"words"
0.838428,"words"
0.855895,"words"
0.871616,"words"
0.871616,"words"
0.858515,"words"
0.856769,"words"
0.857642,"words"
0.861135,"words"
0.849782,"words"
0.868996,"words"
0.841921,"words"
0.823581,"words"
0.857642,"words"
0.849782,"words"
0.868122,"words"
0.850655,"words"
0.817467,"words"
0.867249,"words"
0.857642,"words"
0.868122,"words"
0.832314,"words"
0.849782,"words"
0.867249,"words"
0.844541,"words"
0.855022,"words"
0.877729,"words"
0.856769,"words"
0.862882,"words"
0.864629,"words"
0.851528,"words"
0.873362,"words"
0.838428,"words"
0.872489,"words"
0.867249,"words"
0.870742,"words"
0.865502,"words"
0.878603,"words"
0.869869,"words"
0.869869,"words"
0.870742,"words"
0.857642,"words"
0.865502,"words"
0.866376,"words"
0.858515,"words"
0.848908,"words"
0.843668,"words"
0.848908,"words"
0.848035,"words"
0.855895,"words"
0.836681,"words"
0.854148,"words"
0.858515,"words"
0.828821,"words"
0.875983,"words"
0.845415,"words"
0.853275,"words"
0.860262,"words"
0.867249,"words"
0.848908,"words"
0.855895,"words"
0.868122,"words"
0.858515,"words"
0.869869,"words"
0.860262,"words"
0.849782,"words"
0.868122,"words"
0.826201,"words"
0.868122,"words"
0.859389,"words"
0.859389,"words"
0.870742,"words"
0.843668,"words"
0.858515,"words"
0.873362,"words"
0.863755,"words"
0.856769,"words"
0.843668,"words"
0.871616,"words"
0.867249,"words"
0.840175,"words"
0.868996,"words"
0.865502,"words"
0.844541,"words"
0.844541,"words"
0.875983,"words"
0.865502,"words"
0.855895,"words"
0.869869,"words"
0.870742,"words"
0.873362,"words"
0.852402,"words"
0.846288,"words"
0.855022,"words"
0.875983,"words"
0.873362,"words"
0.859389,"words"
0.860262,"words"
0.865502,"words"
0.854148,"words"
0.850655,"words"
0.845415,"words"
0.856769,"words"
0.849782,"words"
0.859389,"words"
0.872489,"words"
0.855022,"words"
0.870742,"words"
0.853275,"words"
0.848035,"words"
0.851528,"words"
0.865502,"words"
0.853275,"words"
0.867249,"words"
0.869869,"words"
0.852402,"words"
0.863755,"words"
0.840175,"words"
0.870742,"words"
0.854148,"words"
0.856769,"words"
0.868122,"words"
0.862882,"words"
0.862882,"words"
0.864629,"words"
0.846288,"words"
0.862009,"words"
0.871616,"words"
0.876856,"words"
0.862009,"words"
0.852402,"words"
0.848908,"words"
0.872489,"words"
0.868996,"words"
0.855895,"words"
0.868122,"words"
0.836681,"words"
0.853275,"words"
0.856769,"words"
0.862009,"words"
0.859389,"words"
0.859389,"words"
0.848035,"words"
0.835808,"words"
0.875983,"words"
0.848908,"words"
0.860262,"words"
0.868996,"words"
0.866376,"words"
0.871616,"words"
0.875109,"words"
0.872489,"words"
0.841921,"words"
0.836681,"words"
0.846288,"words"
0.867249,"words"
0.861135,"words"
0.857642,"words"
0.855022,"words"
0.847162,"words"
0.860262,"words"
0.855022,"words"
0.875109,"words"
0.865502,"words"
0.861135,"words"
0.869869,"words"
0.876856,"words"
0.862009,"words"
0.860262,"words"
0.841921,"words"
0.821834,"words"
0.862882,"words"
0.862009,"words"
0.80786,"words"
0.865502,"words"
0.857642,"words"
0.869869,"words"
0.824454,"words"
0.863755,"words"
0.856769,"words"
0.859389,"words"
0.862009,"words"
0.847162,"words"
0.866376,"words"
0.864629,"words"
0.847162,"words"
0.870742,"words"
0.861135,"words"
0.867249,"words"
0.880349,"words"
0.874236,"words"
0.845415,"words"
0.862009,"words"
0.844541,"words"
0.871616,"words"
0.861135,"words"
0.860262,"words"
0.857642,"words"
0.857642,"words"
0.873362,"words"
0.847162,"words"
0.863755,"words"
0.866376,"words"
0.860262,"words"
0.843668,"words"
0.853275,"words"
0.859389,"words"
0.839301,"words"
0.835808,"words"
0.874236,"words"
0.865502,"words"
0.880349,"words"
0.856769,"words"
0.867249,"words"
0.825328,"words"
0.863755,"words"
0.869869,"words"
0.864629,"words"
0.848908,"words"
0.868122,"words"
0.863755,"words"
0.855895,"words"
0.854148,"words"
0.854148,"words"
0.825328,"words"
0.863755,"words"
0.868996,"words"
0.855895,"words"
0.866376,"words"
0.855895,"words"
0.869869,"words"
0.867249,"words"
0.841921,"words"
0.827948,"words"
0.855022,"words"
0.863755,"words"
0.862882,"words"
0.832314,"words"
0.841921,"words"
0.873362,"words"
0.855022,"words"
0.823581,"words"
0.860262,"words"
0.869869,"words"
0.862882,"words"
0.837555,"words"
0.824454,"words"
0.867249,"words"
0.877729,"words"
0.854148,"words"
0.857642,"words"
0.874236,"words"
0.856769,"words"
0.865502,"words"
0.867249,"words"
0.861135,"words"
0.871616,"words"
0.871616,"words"
0.835808,"words"
0.839301,"words"
0.862882,"words"
0.875983,"words"
0.866376,"words"
0.862009,"words"
0.840175,"words"
0.858515,"words"
0.867249,"words"
0.848035,"words"
0.836681,"words"
0.862009,"words"
0.874236,"words"
0.867249,"words"
0.870742,"words"
0.850655,"words"
0.841921,"words"
0.868996,"words"
0.865502,"words"
0.857642,"words"
0.865502,"words"
0.833188,"words"
0.861135,"words"
0.852402,"words"
0.924891,"both"
0.91441,"both"
0.920524,"both"
0.910044,"both"
0.903057,"both"
0.916157,"both"
0.899563,"both"
0.918777,"both"
0.912664,"both"
0.850655,"both"
0.910917,"both"
0.910917,"both"
0.924017,"both"
0.910917,"both"
0.916157,"both"
0.90655,"both"
0.91441,"both"
0.910917,"both"
0.917904,"both"
0.90393,"both"
0.870742,"both"
0.916157,"both"
0.910044,"both"
0.907424,"both"
0.925764,"both"
0.916157,"both"
0.90917,"both"
0.91441,"both"
0.915284,"both"
0.91179,"both"
0.91441,"both"
0.90393,"both"
0.921397,"both"
0.874236,"both"
0.924017,"both"
0.925764,"both"
0.923144,"both"
0.894323,"both"
0.915284,"both"
0.913537,"both"
0.907424,"both"
0.917031,"both"
0.905677,"both"
0.90655,"both"
0.894323,"both"
0.90917,"both"
0.90655,"both"
0.916157,"both"
0.908297,"both"
0.931004,"both"
0.915284,"both"
0.910917,"both"
0.90655,"both"
0.923144,"both"
0.920524,"both"
0.897817,"both"
0.907424,"both"
0.90917,"both"
0.918777,"both"
0.923144,"both"
0.908297,"both"
0.875983,"both"
0.926638,"both"
0.913537,"both"
0.918777,"both"
0.897817,"both"
0.924891,"both"
0.924017,"both"
0.902183,"both"
0.922271,"both"
0.924891,"both"
0.91179,"both"
0.913537,"both"
0.915284,"both"
0.907424,"both"
0.912664,"both"
0.918777,"both"
0.930131,"both"
0.895197,"both"
0.917031,"both"
0.90917,"both"
0.905677,"both"
0.910044,"both"
0.916157,"both"
0.929258,"both"
0.904803,"both"
0.896943,"both"
0.90917,"both"
0.923144,"both"
0.90917,"both"
0.917904,"both"
0.912664,"both"
0.896943,"both"
0.910044,"both"
0.927511,"both"
0.904803,"both"
0.925764,"both"
0.920524,"both"
0.90917,"both"
0.922271,"both"
0.910044,"both"
0.910917,"both"
0.915284,"both"
0.889956,"both"
0.904803,"both"
0.891703,"both"
0.926638,"both"
0.882096,"both"
0.90655,"both"
0.90655,"both"
0.91441,"both"
0.916157,"both"
0.917031,"both"
0.923144,"both"
0.910917,"both"
0.905677,"both"
0.91441,"both"
0.926638,"both"
0.915284,"both"
0.883843,"both"
0.927511,"both"
0.90393,"both"
0.921397,"both"
0.916157,"both"
0.907424,"both"
0.917031,"both"
0.924017,"both"
0.91179,"both"
0.916157,"both"
0.904803,"both"
0.907424,"both"
0.916157,"both"
0.925764,"both"
0.88821,"both"
0.916157,"both"
0.900437,"both"
0.90655,"both"
0.91441,"both"
0.90917,"both"
0.927511,"both"
0.91179,"both"
0.90655,"both"
0.907424,"both"
0.912664,"both"
0.835808,"both"
0.90917,"both"
0.921397,"both"
0.89607,"both"
0.915284,"both"
0.923144,"both"
0.90917,"both"
0.917031,"both"
0.90917,"both"
0.910044,"both"
0.90917,"both"
0.89345,"both"
0.919651,"both"
0.918777,"both"
0.922271,"both"
0.908297,"both"
0.933624,"both"
0.912664,"both"
0.878603,"both"
0.919651,"both"
0.927511,"both"
0.920524,"both"
0.891703,"both"
0.919651,"both"
0.867249,"both"
0.910917,"both"
0.882096,"both"
0.90917,"both"
0.916157,"both"
0.924891,"both"
0.910917,"both"
0.905677,"both"
0.921397,"both"
0.926638,"both"
0.89869,"both"
0.919651,"both"
0.887336,"both"
0.913537,"both"
0.886463,"both"
0.915284,"both"
0.929258,"both"
0.910044,"both"
0.883843,"both"
0.916157,"both"
0.880349,"both"
0.910917,"both"
0.904803,"both"
0.91179,"both"
0.905677,"both"
0.923144,"both"
0.907424,"both"
0.904803,"both"
0.921397,"both"
0.913537,"both"
0.90393,"both"
0.910044,"both"
0.873362,"both"
0.919651,"both"
0.900437,"both"
0.910044,"both"
0.917031,"both"
0.924891,"both"
0.924017,"both"
0.917031,"both"
0.908297,"both"
0.907424,"both"
0.90131,"both"
0.923144,"both"
0.91179,"both"
0.91179,"both"
0.884716,"both"
0.928384,"both"
0.923144,"both"
0.89869,"both"
0.896943,"both"
0.923144,"both"
0.905677,"both"
0.920524,"both"
0.883843,"both"
0.918777,"both"
0.918777,"both"
0.922271,"both"
0.929258,"both"
0.891703,"both"
0.924017,"both"
0.916157,"both"
0.918777,"both"
0.903057,"both"
0.91441,"both"
0.904803,"both"
0.91179,"both"
0.908297,"both"
0.917904,"both"
0.91179,"both"
0.921397,"both"
0.917904,"both"
0.882096,"both"
0.923144,"both"
0.925764,"both"
0.90655,"both"
0.912664,"both"
0.921397,"both"
0.90131,"both"
0.913537,"both"
0.917904,"both"
0.90917,"both"
0.921397,"both"
0.922271,"both"
0.90917,"both"
0.90917,"both"
0.854148,"both"
0.917904,"both"
0.91179,"both"
0.923144,"both"
0.910044,"both"
0.933624,"both"
0.90917,"both"
0.921397,"both"
0.892576,"both"
0.917904,"both"
0.910044,"both"
0.897817,"both"
0.90131,"both"
0.917031,"both"
0.924891,"both"
0.910917,"both"
0.924017,"both"
0.928384,"both"
0.913537,"both"
0.912664,"both"
0.90917,"both"
0.925764,"both"
0.912664,"both"
0.894323,"both"
0.916157,"both"
0.91441,"both"
0.91441,"both"
0.91179,"both"
0.89345,"both"
0.917904,"both"
0.912664,"both"
0.916157,"both"
0.935371,"both"
0.89869,"both"
0.892576,"both"
0.88559,"both"
0.926638,"both"
0.89869,"both"
0.926638,"both"
0.924017,"both"
0.918777,"both"
0.89083,"both"
0.908297,"both"
0.90393,"both"
0.907424,"both"
0.89345,"both"
0.917904,"both"
0.922271,"both"
0.91441,"both"
0.89083,"both"
0.928384,"both"
0.917031,"both"
0.900437,"both"
0.919651,"both"
0.89869,"both"
0.891703,"both"
0.917904,"both"
0.89345,"both"
0.926638,"both"
0.921397,"both"
0.91441,"both"
0.88821,"both"
0.90655,"both"
0.905677,"both"
0.910917,"both"
0.90393,"both"
0.922271,"both"
0.891703,"both"
0.930131,"both"
0.926638,"both"
0.922271,"both"
0.917904,"both"
0.91441,"both"
0.89345,"both"
0.916157,"both"
0.924017,"both"
0.912664,"both"
0.921397,"both"
0.91179,"both"
0.929258,"both"
0.90917,"both"
0.910044,"both"
0.91441,"both"
0.91179,"both"
0.925764,"both"
0.922271,"both"
0.90131,"both"
0.90917,"both"
0.876856,"both"
0.916157,"both"
0.912664,"both"
0.91179,"both"
0.91179,"both"
0.90917,"both"
0.912664,"both"
0.920524,"both"
0.878603,"both"
0.915284,"both"
0.915284,"both"
0.925764,"both"
0.910044,"both"
0.919651,"both"
0.907424,"both"
0.917904,"both"
0.891703,"both"
0.912664,"both"
0.913537,"both"
0.89869,"both"
0.921397,"both"
0.891703,"both"
0.91179,"both"
0.897817,"both"
0.91441,"both"
0.915284,"both"
0.926638,"both"
0.899563,"both"
0.880349,"both"
0.926638,"both"
0.90131,"both"
0.912664,"both"
0.902183,"both"
0.910917,"both"
0.91441,"both"
0.91441,"both"
0.905677,"both"
0.916157,"both"
0.907424,"both"
0.910917,"both"
0.917904,"both"
0.917904,"both"
0.91441,"both"
0.925764,"both"
0.918777,"both"
0.916157,"both"
0.917904,"both"
0.923144,"both"
0.889083,"both"
0.930131,"both"
0.913537,"both"
0.912664,"both"
0.917031,"both"
0.917031,"both"
0.925764,"both"
0.920524,"both"
0.918777,"both"
0.917904,"both"
0.917904,"both"
0.910044,"both"
0.91441,"both"
0.903057,"both"
0.923144,"both"
0.910917,"both"
0.910917,"both"
0.918777,"both"
0.917031,"both"
0.917031,"both"
0.917031,"both"
0.882096,"both"
0.923144,"both"
0.916157,"both"
0.912664,"both"
0.91179,"both"
0.892576,"both"
0.910044,"both"
0.90917,"both"
0.916157,"both"
0.918777,"both"
0.902183,"both"
0.927511,"both"
0.928384,"both"
0.924017,"both"
0.891703,"both"
0.919651,"both"
0.902183,"both"
0.90393,"both"
0.924017,"both"
0.866376,"both"
0.910917,"both"
0.90655,"both"
0.91441,"both"
0.915284,"both"
0.913537,"both"
0.871616,"both"
0.91179,"both"
0.918777,"both"
0.921397,"both"
0.918777,"both"
0.89083,"both"
0.913537,"both"
0.899563,"both"
0.91179,"both"
0.924891,"both"
0.924891,"both"
0.907424,"both"
0.883843,"both"
0.910044,"both"
0.916157,"both"
0.922271,"both"
0.910044,"both"
0.91441,"both"
0.920524,"both"
0.917031,"both"
0.91441,"both"
0.918777,"both"
0.902183,"both"
0.903057,"both"
0.919651,"both"
0.907424,"both"
0.912664,"both"
0.90917,"both"
0.925764,"both"
0.910044,"both"
0.90131,"both"
0.88559,"both"
0.904803,"both"
0.917031,"both"
0.90655,"both"
0.910917,"both"
0.915284,"both"
0.89869,"both"
0.907424,"both"
0.89607,"both"
0.88821,"both"
0.919651,"both"
0.922271,"both"
0.918777,"both"
0.91441,"both"
0.915284,"both"
0.908297,"both"
0.916157,"both"
0.922271,"both"
0.922271,"both"
0.927511,"both"
0.922271,"both"
0.927511,"both"
0.915284,"both"
0.916157,"both"
0.908297,"both"
0.91441,"both"
0.90917,"both"
0.896943,"both"
0.924017,"both"
0.932751,"both"
0.855895,"both"
0.899563,"both"
0.899563,"both"
0.910044,"both"
0.923144,"both"
0.926638,"both"
0.918777,"both"
0.924017,"both"
0.920524,"both"
0.882969,"both"
0.883843,"both"
0.89869,"both"
0.917031,"both"
0.930131,"both"
0.889083,"both"
0.930131,"both"
0.931004,"both"
0.924017,"both"
0.90393,"both"
0.871616,"both"
0.895197,"both"
0.907424,"both"
0.89345,"both"
0.907424,"both"
0.910917,"both"
0.907424,"both"
0.90917,"both"
0.90655,"both"
0.887336,"both"
0.90917,"both"
0.922271,"both"
0.923144,"both"
0.917904,"both"
0.89607,"both"
0.907424,"both"
0.910917,"both"
0.916157,"both"
0.910044,"both"
0.897817,"both"
0.912664,"both"
0.918777,"both"
0.900437,"both"
0.91179,"both"
0.917031,"both"
0.91179,"both"
0.91179,"both"
0.913537,"both"
0.846288,"both"
0.917031,"both"
0.902183,"both"
0.924891,"both"
0.923144,"both"
0.921397,"both"
0.924017,"both"
0.91441,"both"
0.922271,"both"
0.920524,"both"
0.926638,"both"
0.894323,"both"
0.907424,"both"
0.90131,"both"
0.902183,"both"
0.910044,"both"
0.918777,"both"
0.880349,"both"
0.905677,"both"
0.929258,"both"
0.903057,"both"
0.884716,"both"
0.905677,"both"
0.904803,"both"
0.904803,"both"
0.900437,"both"
0.913537,"both"
0.917031,"both"
0.907424,"both"
0.895197,"both"
0.910044,"both"
0.917031,"both"
0.91441,"both"
0.89869,"both"
0.921397,"both"
0.905677,"both"
0.88559,"both"
0.920524,"both"
0.863755,"both"
0.920524,"both"
0.907424,"both"
0.919651,"both"
0.920524,"both"
0.903057,"both"
0.924017,"both"
0.922271,"both"
0.928384,"both"
0.874236,"both"
0.910917,"both"
0.90131,"both"
0.897817,"both"
0.908297,"both"
0.917031,"both"
0.922271,"both"
0.918777,"both"
0.905677,"both"
0.913537,"both"
0.913537,"both"
0.928384,"both"
0.91179,"both"
0.897817,"both"
0.919651,"both"
0.91441,"both"
0.918777,"both"
0.903057,"both"
0.90393,"both"
0.908297,"both"
0.918777,"both"
0.910917,"both"
0.919651,"both"
0.926638,"both"
0.910917,"both"
0.904803,"both"
0.912664,"both"
0.90393,"both"
0.915284,"both"
0.89869,"both"
0.918777,"both"
0.928384,"both"
0.90131,"both"
0.90393,"both"
0.902183,"both"
0.922271,"both"
0.910044,"both"
0.915284,"both"
0.889956,"both"
0.922271,"both"
0.913537,"both"
0.876856,"both"
0.928384,"both"
0.904803,"both"
0.913537,"both"
0.903057,"both"
0.902183,"both"
0.90393,"both"
0.921397,"both"
0.923144,"both"
0.892576,"both"
0.899563,"both"
0.915284,"both"
0.937118,"both"
0.88559,"both"
0.917904,"both"
0.907424,"both"
0.900437,"both"
0.889956,"both"
0.916157,"both"
0.924891,"both"
0.917031,"both"
0.90655,"both"
0.924891,"both"
0.917031,"both"
0.910917,"both"
0.912664,"both"
0.925764,"both"
0.926638,"both"
0.877729,"both"
0.904803,"both"
0.922271,"both"
0.929258,"both"
0.90655,"both"
0.915284,"both"
0.876856,"both"
0.924891,"both"
0.889956,"both"
0.917031,"both"
0.900437,"both"
0.869869,"both"
0.858515,"both"
0.926638,"both"
0.910917,"both"
0.900437,"both"
0.924891,"both"
0.925764,"both"
0.926638,"both"
0.910917,"both"
0.923144,"both"
0.91441,"both"
0.916157,"both"
0.899563,"both"
0.910917,"both"
0.927511,"both"
0.910044,"both"
0.910917,"both"
0.923144,"both"
0.918777,"both"
0.927511,"both"
0.904803,"both"
0.915284,"both"
0.925764,"both"
0.912664,"both"
0.915284,"both"
0.91441,"both"
0.908297,"both"
0.915284,"both"
0.917031,"both"
0.90393,"both"
0.927511,"both"
0.928384,"both"
0.918777,"both"
0.91441,"both"
0.91441,"both"
0.90131,"both"
0.915284,"both"
0.891703,"both"
0.899563,"both"
0.917031,"both"
0.920524,"both"
0.910917,"both"
0.907424,"both"
0.922271,"both"
0.922271,"both"
0.923144,"both"
0.915284,"both"
0.913537,"both"
0.921397,"both"
0.922271,"both"
0.915284,"both"
0.90393,"both"
0.910044,"both"
0.910917,"both"
0.90131,"both"
0.897817,"both"
0.90655,"both"
0.903057,"both"
0.921397,"both"
0.917031,"both"
0.917904,"both"
0.91441,"both"
0.920524,"both"
0.91441,"both"
0.90917,"both"
0.927511,"both"
0.902183,"both"
0.913537,"both"
0.903057,"both"
0.891703,"both"
0.900437,"both"
0.919651,"both"
0.912664,"both"
0.926638,"both"
0.905677,"both"
0.88821,"both"
0.89607,"both"
0.929258,"both"
0.919651,"both"
0.882096,"both"
0.922271,"both"
0.89607,"both"
0.924891,"both"
0.90917,"both"
0.889956,"both"
0.927511,"both"
0.935371,"both"
0.935371,"both"
0.915284,"both"
0.897817,"both"
0.924017,"both"
0.916157,"both"
0.91179,"both"
0.917031,"both"
0.924891,"both"
0.917031,"both"
0.927511,"both"
0.922271,"both"
0.897817,"both"
0.907424,"both"
0.917031,"both"
0.913537,"both"
0.913537,"both"
0.916157,"both"
0.896943,"both"
0.924891,"both"
0.921397,"both"
0.915284,"both"
0.918777,"both"
0.921397,"both"
0.904803,"both"
0.91441,"both"
0.915284,"both"
0.923144,"both"
0.90393,"both"
0.917904,"both"
0.907424,"both"
0.910917,"both"
0.924891,"both"
0.90917,"both"
0.913537,"both"
0.917904,"both"
0.883843,"both"
0.916157,"both"
0.919651,"both"
0.921397,"both"
0.90131,"both"
0.912664,"both"
0.90131,"both"
0.89345,"both"
0.90917,"both"
0.894323,"both"
0.930131,"both"
0.903057,"both"
0.931004,"both"
0.917031,"both"
0.89869,"both"
0.921397,"both"
0.917031,"both"
0.925764,"both"
0.907424,"both"
0.921397,"both"
0.905677,"both"
0.907424,"both"
0.919651,"both"
0.915284,"both"
0.920524,"both"
0.917031,"both"
0.91441,"both"
0.923144,"both"
0.899563,"both"
0.896943,"both"
0.917031,"both"
0.894323,"both"
0.916157,"both"
0.928384,"both"
0.920524,"both"
0.900437,"both"
0.918777,"both"
0.910044,"both"
0.916157,"both"
0.916157,"both"
0.880349,"both"
0.91179,"both"
0.916157,"both"
0.903057,"both"
0.908297,"both"
0.90131,"both"
0.90917,"both"
0.89083,"both"
0.922271,"both"
0.91179,"both"
0.903057,"both"
0.903057,"both"
0.90655,"both"
0.921397,"both"
0.910044,"both"
0.904803,"both"
0.921397,"both"
0.907424,"both"
0.922271,"both"
0.917031,"both"
0.90131,"both"
0.910044,"both"
0.90655,"both"
0.930131,"both"
0.910044,"both"
0.916157,"both"
0.90655,"both"
0.912664,"both"
0.900437,"both"
0.90655,"both"
0.91441,"both"
0.895197,"both"
0.881223,"both"
0.887336,"both"
0.928384,"both"
0.907424,"both"
0.916157,"both"
0.926638,"both"
0.884716,"both"
0.913537,"both"
0.929258,"both"
0.927511,"both"
0.917904,"both"
0.915284,"both"
0.912664,"both"
0.908297,"both"
0.907424,"both"
0.905677,"both"
0.917904,"both"
0.88821,"both"
0.89345,"both"
0.896943,"both"
0.908297,"both"
0.921397,"both"
0.922271,"both"
0.90917,"both"
0.921397,"both"
0.904803,"both"
0.90131,"both"
0.917031,"both"
0.910917,"both"
0.867249,"both"
0.925764,"both"
0.908297,"both"
0.902183,"both"
0.91179,"both"
0.910044,"both"
0.933624,"both"
0.912664,"both"
0.920524,"both"
0.90917,"both"
0.91441,"both"
0.907424,"both"
0.90655,"both"
0.922271,"both"
0.918777,"both"
0.924891,"both"
0.862882,"both"
0.920524,"both"
0.912664,"both"
0.923144,"both"
0.919651,"both"
0.918777,"both"
0.89607,"both"
0.915284,"both"
0.920524,"both"
0.90131,"both"
0.90393,"both"
0.917904,"both"
0.925764,"both"
0.915284,"both"
0.886463,"both"
0.875109,"both"
0.90655,"both"
0.921397,"both"
0.922271,"both"
0.917904,"both"
0.925764,"both"
0.91441,"both"
0.919651,"both"
0.919651,"both"
0.902183,"both"
0.90131,"both"
0.90131,"both"
0.883843,"both"
0.900437,"both"
0.918777,"both"
0.921397,"both"
0.917904,"both"
0.904803,"both"
0.924891,"both"
0.921397,"both"
0.925764,"both"
0.905677,"both"
0.90131,"both"
0.919651,"both"
0.917031,"both"
0.889956,"both"
0.922271,"both"
0.882969,"both"
0.922271,"both"
0.875109,"both"
0.916157,"both"
0.931878,"both"
0.924891,"both"
0.904803,"both"
0.904803,"both"
0.90655,"both"
0.90393,"both"
0.915284,"both"
0.91179,"both"
0.90917,"both"
0.908297,"both"
0.903057,"both"
0.89607,"both"
0.918777,"both"
0.897817,"both"
0.910917,"both"
0.912664,"both"
0.910917,"both"
0.868996,"both"
0.918777,"both"
0.912664,"both"
0.910044,"both"
0.883843,"both"
0.89345,"both"
0.923144,"both"
0.90131,"both"
0.91179,"both"
0.895197,"both"
0.910044,"both"
0.916157,"both"
0.918777,"both"
0.89345,"both"
0.929258,"both"
0.883843,"both"
0.895197,"both"
0.922271,"both"
0.902183,"both"
0.916157,"both"
0.920524,"both"
0.916157,"both"
0.917904,"both"
0.90393,"both"
0.882969,"both"
0.879476,"both"
0.907424,"both"
0.922271,"both"
0.896943,"both"
0.920524,"both"
0.91179,"both"
0.89869,"both"
0.910044,"both"
0.922271,"both"
0.91441,"both"
0.90393,"both"
0.912664,"both"
0.91441,"both"
0.91441,"both"
0.905677,"both"
0.891703,"both"
0.924891,"both"
0.912664,"both"
0.904803,"both"
0.905677,"both"
0.90917,"both"
0.899563,"both"
0.919651,"both"
0.89869,"both"
0.917904,"both"
0.910917,"both"
0.895197,"both"
0.919651,"both"
0.908297,"both"
0.904803,"both"
0.908297,"both"
0.905677,"both"
0.920524,"both"
0.937991,"both"
0.919651,"both"
0.924891,"both"
0.916157,"both"
0.913537,"both"
0.90655,"both"
0.918777,"both"
0.925764,"both"
0.90393,"both"
0.896943,"both"
0.910044,"both"
0.90917,"both"
0.903057,"both"
0.91441,"both"
0.90131,"both"
0.920524,"both"
0.918777,"both"
0.916157,"both"
0.90393,"both"
0.916157,"both"
0.916157,"both"
0.908297,"both"
0.917031,"both"
0.912664,"both"
0.920524,"both"
0.904803,"both"
0.902183,"both"
0.907424,"both"
0.927511,"both"
0.90131,"both"
0.897817,"both"
0.921397,"both"
0.924017,"both"
0.929258,"both"
0.922271,"both"
0.910044,"both"
0.917031,"both"
0.916157,"both"
0.89607,"both"
0.90655,"both"
0.918777,"both"
0.907424,"both"
0.920524,"both"
0.913537,"both"
0.90131,"both"
0.913537,"both"
0.917904,"both"
0.90131,"both"
0.919651,"both"
0.922271,"both"
0.921397,"both"
0.907424,"both"
0.928384,"both"
0.910044,"both"
0.917031,"both"
0.903057,"both"
0.926638,"both"
0.923144,"both"
0.908297,"both"
0.882096,"both"
0.915284,"both"
0.913537,"both"
0.91441,"both"
0.894323,"both"
0.868122,"both"
0.894323,"both"
0.910917,"both"
0.91179,"both"
0.90917,"both"
0.919651,"both"
0.886463,"both"
0.917031,"both"
0.905677,"both"
0.91179,"both"
0.912664,"both"
0.891703,"both"
0.88559,"both"
0.923144,"both"
0.928384,"both"
0.919651,"both"
0.904803,"both"
0.91179,"both"
0.89345,"both"
0.917904,"both"
0.894323,"both"
0.910044,"both"
0.920524,"both"
0.918777,"both"
0.90131,"both"
0.933624,"both"
0.88821,"both"
0.899563,"both"
0.89083,"both"
0.920524,"both"
0.910917,"both"
0.924017,"both"
0.920524,"both"
0.902183,"both"
0.91179,"both"
0.91441,"both"
0.924891,"both"
0.917904,"both"
0.924017,"both"
0.904803,"both"
0.917904,"both"
0.910044,"both"
0.915284,"both"
0.919651,"both"
0.910044,"both"
0.91441,"both"
0.90917,"both"
0.927511,"both"
0.89869,"both"
0.896943,"both"
0.903057,"both"
0.913537,"both"
0.843668,"both"
0.90655,"both"
0.905677,"both"
0.917031,"both"
0.924891,"both"
0.91441,"both"
0.913537,"both"
0.918777,"both"
0.907424,"both"
0.90917,"both"
0.887336,"both"
0.889083,"both"
0.89869,"both"
0.926638,"both"
0.915284,"both"
